video_title,webVideoUrl,Account,date_published,likeCount,shareCount,playCount,commentCount,videoMeta.duration,hashtags,time_period
"Film crews took over downtown Ocean Springs to shoot a new action movie starring John Travolta.
 
The film is titled ""Cash Out 3."" 

Travolta plays a character named Mason, who is a thief trying to pull off big heists in different situations.
 
More details on the film at WLOX.com.
#johntravolta #cashout3 #moviemaking #movieextra #movie #film #filmtok #OceanSprings #mississippi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7491384917784317230,wloxtv,4/9/2025,199,78,5210,13,103,"['johntravolta','cashout3','moviemaking','movieextra','movie','film','filmtok','oceansprings','mississippi','wloxnews','fyp']",21:51:08
"Many cosmetologists in Mississippi are upset over new rules and regulations being implemented by the state board.
 
Amid the complaints, a state inspector was fired for fining salons over a violation that doesn't exist.
 
""We had an inspector who was in training. She was very new and was issuing some citations for caps off of hairsprays. That is not a violation,"" Executive Director Catherine Bell explained. ""For that to be misinterpreted by an inspector is very concerning.""
 
All inspections performed are now being audited to catch any other potential mistakes.
 
More details at WLOX.com.
#hairtok #haircut #cosmetology #coametologist #cosmetologyboards #mississippi #fines #wloxnews   #fyp?",https://www.tiktok.com/@wloxtv/video/7491758248568245550,wloxtv,4/10/2025,5496,2612,101100,236,208,"['hairtok','haircut','cosmetology','coametologist','cosmetologyboards','mississippi','fines','wloxnews','fyp?']",20:21:17
"Former Diamondhead city councilman and convicted sex offender Alan Moran appeared in Waveland municipal court for his preliminary hearing Thursday.
 
Moran, the son of former state senator Philip Moran, is charged with misdemeanor stalking.
 
Waveland detectives arrested Moran in December after a 19-year-old Lowe's employee filed the charge against him.
 
Thursday's preliminary hearing was for that misdemeanor charge.
 
More details on the case at WLOX.com.
#court #courtroom #crime #crimetok #convicted #diamondhead #mississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7492138370961837354,wloxtv,4/11/2025,78,9,2113,2,119,"['court','courtroom','crime','crimetok','convicted','diamondhead','mississippi','news','wloxnews','fyp']",19:54:44
"One victim identified by the church as Eddie Shed, a deacon and head of the church’s security, was shot while attempting to intervene.

Church members say Shed was trying to protect children when he was shot.

More details on WLOX.com.
#crime #crimestory #crimetok #crimejunkie #gulfport #deacon #gulfport #gulfportmississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7492969363432115498,wloxtv,4/14/2025,156,35,5356,5,95,"['crime','crimestory','crimetok','crimejunkie','gulfport','deacon','gulfport','gulfportmississippi','news','wloxnews','fyp']",22:06:57
"On Sunday, officials with the Harrison County Sheriff's Office confirmed that the body of 6-year-old Gracelyn Vick was found after a roughly 6-hour search in Saucier.
 
Officials with HCSO confirm the search ended just before 6 p.m. after Gracelyn's body was found in the vicinity of the family's property.
 
While investigators didn't confirm any foul play, crime tape surrounded the scene.
 
More details at WLOX.com.
#truestory #missingchild #missingpersons #harrisoncounty #saucier #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7493149902634110250,wloxtv,4/14/2025,258,39,11500,34,98,"['truestory','missingchild','missingpersons','harrisoncounty','saucier','news','wloxnews','fyp']",21:21:28
"Hearts cried out on Sunday morning at Empowerment Ministries Christian Center after an Easter celebration one day prior led to the death of one of the church's deacons.
 
Deacon Eddie Shed, also head of security at the ministry, ultimately died from gunshot wounds after he intervened in an argument police describe as a ""child custody dispute.""
 
Witnesses say Shed leaped to action to protect the children present at the event — a family Easter egg hunt at Jack and Florence Goldin Park.
 
More details on WLOX.com.
#crime #truecrimetok #deacon #church #gulfport #mississippi #hero #news #wloxnewsnow #fyp",https://www.tiktok.com/@wloxtv/video/7493236795761675566,wloxtv,4/14/2025,49,8,1627,7,193,"['crime','truecrimetok','deacon','church','gulfport','mississippi','hero','news','wloxnewsnow','fyp']",15:44:58
"It's a question on the mind of many people: how did Gracelyn Vick die? She's the six-year-old who was found deceased on family property in Saucier after she was reported missing.
 
The cause of death is still under investigation, Sheriff Matt Haley told WLOX News Monday.
 
Autopsy results will determine the future of the investigation: was it a tragic accident or something nefarious?
 
More details on the case at WLOX.com.
#gracelynvick #missing #missingchild #truestory #harrisoncounty #saucier #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7493505283621408046,wloxtv,4/15/2025,251,24,9883,7,89,"['gracelynvick','missing','missingchild','truestory','harrisoncounty','saucier','news','wloxnews','fyp']",19:05:45
,https://www.tiktok.com/@wloxtv/video/7493623956415466798,wloxtv,4/15/2025,6,2,345,0,64,[''],16:01:40
"Law enforcement officials successfully executed Operation ""Rotten Egg,"" an effort targeting drug trafficking and gang activity in Jackson and George counties.
 
The multi-agency initiative involved 31 undercover drug purchases and resulted in the seizure of massive quantities of illegal narcotics in George County.
 
As a result of the operation, 19 individuals are facing felony charges related to drug trafficking and distribution.
 
More details at WLOX.com
#crime #truecrimetok #crimejunkie #drugbust #arrested #georgecountyms #mississippi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7493999370158001454,wloxtv,4/16/2025,88,13,1323,2,122,"['crime','truecrimetok','crimejunkie','drugbust','arrested','georgecountyms','mississippi','wloxnews','fyp']",20:13:43
"The Harrison County Sheriff's Department held a press conference on Thursday to reveal new details in the death of 6-year-old Gracelynn Vick.
 
Harrison County Sheriff Matt Haley said Gracelynn's death was a ""tragic accident.""
 
Haley said Gracelynn was found in the vicinity of the family's property inside a 58-gallon barrel.
 
Haley said while playing outside, Gracelynn climbed into the barrel and closed the lid from the inside. Haley said the lid got stuck and trapped the young girl inside.
 
More details on the case at WLOX.com.
#gracelynnvick #gracelynn #missingchild #missing #saucier #harrisoncounty #mississippi #investigation #wloxnews #wlox #fyp",https://www.tiktok.com/@wloxtv/video/7494355332458712363,wloxtv,4/17/2025,104,29,2161,11,163,"['gracelynnvick','gracelynn','missingchild','missing','saucier','harrisoncounty','mississippi','investigation','wloxnews','wlox','fyp']",20:44:15
"It's the outcome that no one wanted to hear: Gracelynn Vick was found dead inside a barrel after she was reported missing. Sheriff Matt Haley relived that tough day in an exclusive one-on-one interview Thursday.
 
More details on WLOX.com.
#gracelynnvick #gracelynn #missingchild #missing #saucier #harrisoncounty #mississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7494650185143078190,wloxtv,4/18/2025,337,42,15100,40,186,"['gracelynnvick','gracelynn','missingchild','missing','saucier','harrisoncounty','mississippi','news','wloxnews','fyp']",20:45:01
"SNAP benefit fraud is happening throughout the state, leaving families without a way to pay for food.
 
Christina Salinas, a Biloxi mother of three teenagers, relies on SNAP benefits after lingering health issues from a car accident made her stop working.
 
Salinas says a fraudulent a charge of nearly $500 was made in Chicago, Illinois, leaving her with a zero balance.
 
Salinas is distraught after finding out her stolen benefits would not be reimbursed.
 
Congress passed the 2025 American Relief Act back in December, making it no longer required to replace funds taken from card skimmers.
 
More details at WLOX.com.
#snap #snapfraud #foodstamps #americanreliefact #foodbank #mississippi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7494702077189311787,wloxtv,4/18/2025,109,12,2239,24,137,"['snap','snapfraud','foodstamps','americanreliefact','foodbank','mississippi','wloxnews','fyp']",20:17:24
"On Friday, a young Mississippi musician took the stage at Ground Zero Blues Club to put on a show that he will never forget.
 
14-year-old John Clayton White came out jamming, capturing the attention of all inside the blues club in Biloxi.
 
The Tupelo native even captured the attention of Hollywood star and co-owner of Ground Zero Blues Club, Morgan Freeman, who made an appearance just to support him.
 
@austinjohnsontv has more details at WLOX.com.
#groundzerobluesclub #blues #prodigy #teenmusician #guitar #musician #morganfreeman #morganfreemanvoice #johnclaytonwhite #johnclaytonwhitemusic #wloxnews",https://www.tiktok.com/@wloxtv/video/7495814287156432174,wloxtv,4/21/2025,113,8,2146,2,135,"['groundzerobluesclub','blues','prodigy','teenmusician','guitar','musician','morganfreeman','morganfreemanvoice','johnclaytonwhite','johnclaytonwhitemusic','wloxnews']",19:52:08
"There is a very real threat of fresh water invading the Mississippi Sound.
 
The U.S. Army Corps of Engineers is testing the Bonnet Carre Spillway on Monday as groups in South Mississippi plead for alternative measures.
 
More details on WLOX.com.
#spillway #bonnetcarrespillway #gulf #gulfcoast #flooding #louisiana #mississippi #freshwater #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7496227333544627502,wloxtv,4/22/2025,104,16,5393,6,113,"['spillway','bonnetcarrespillway','gulf','gulfcoast','flooding','louisiana','mississippi','freshwater','wloxnews','fyp']",20:46:56
"High school students may soon no longer have to pass the state U.S. history test in order to graduate.
 
It's a idea that's now being discussed.
 
Leaders with the Department of Education want to reduce the burden of testing on students, which is why they are exploring this option.
 
More details at WLOX.com.
#statetesting #mde #departmentofeducation #mississippi #UShistory #history #graduation #graduationrequirements #highschool #school #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7496578812512128302,wloxtv,4/23/2025,182,27,4008,6,84,"['statetesting','mde','departmentofeducation','mississippi','ushistory','history','graduation','graduationrequirements','highschool','school','wloxnews','fyp']",17:01:16
"ALDI held a grand opening ceremony for its D'Iberville location on Thursday.
 
Many lined up ahead of the opening.
 
The first 100 shoppers received a gift bag filled with ALDI sample products and a gift card.
 
More details on WLOX.com.
#aldi #winndixie #groceryhaul #grocerystore #foodie #foodtiktok #diberville #mississippi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7496961668979739947,wloxtv,4/24/2025,85,17,2437,9,64,"['aldi','winndixie','groceryhaul','grocerystore','foodie','foodtiktok','diberville','mississippi','wloxnews','fyp']",16:52:40
"The Amtrak Rail Service returning to the area for the first time in almost 20 years now has a name.

Amtrak named the passenger rail service that will run along the gulf coast the ‘Mardi Gras Service.’

It will run from New Orleans, through South Mississippi, to Mobile.

More details at WLOX.COM.
#amtrak #train #GulfCoast #Mobile #NewOrleans #Pascagoula #Biloxi #Gulfport #baystlouis #trainride #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7497335421668478251,wloxtv,4/25/2025,155,44,4586,9,53,"['amtrak','train','gulfcoast','mobile','neworleans','pascagoula','biloxi','gulfport','baystlouis','trainride','wloxnews','fyp']",17:55:44
"On Friday, the dreams of one Coast native came true during the 3rd round of the 2025 NFL Draft.

D’Iberville native and Minnesota CB Justin Walley was selected by the @Indianapolis Colts with the 80th pick in the 3rd round.

More details at WLOX.com 
#nfl #nfldraft #nfldraftcall #thirdround #football #colts #indianapoliscolts #indianapolis #minnesota #diberville #warriors #mississippi #sports #wloxsports #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7497826756162899243,wloxtv,4/27/2025,133,11,3312,4,102,"['nfl','nfldraft','nfldraftcall','thirdround','football','colts','indianapoliscolts','indianapolis','minnesota','diberville','warriors','mississippi','sports','wloxsports','wloxnews','fyp']",20:12:16
"On Sunday, officials with the Pass Christian Police Department announced the body of 38-year-old Joyce Gomez has been found.
 
According to police, the Pass Christian woman was last seen on Friday, April 25, at approximately 10:52 p.m. at 100 Main Street in Bay St. Louis with a white male.
 
Investigators suspect foul play was involved in Gomez's disappearance.
 
More details at WLOX.com.
#missing #missingwoman #crime #truecrime #crimetok #PassChristian #ThePass #Mississippi #police #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7498372788131106094,wloxtv,4/28/2025,453,166,20900,25,37,"['missing','missingwoman','crime','truecrime','crimetok','passchristian','thepass','mississippi','police','news','wloxnews','fyp']",17:55:04
"On Monday, officials with the Pass Christian Police Department announced a Pass Christian man was arrested in connection to 38-year-old Joyce Gomez's death.
 
Brett Huntley Keel has been charged with first-degree murder and tampering with evidence.
 
According to police, Gomez was last seen with Keel on Friday, April 25, at approximately 10:52 p.m. at 100 Main Street in Bay St. Louis.
 
On Sunday, April 27, Harrison County detectives found Joyce's body in the woods off W Wittman Road.
 
More details at WLOX.com.
#missing #missingwoman #crime #truecrime #crimetok #PassChristian #ThePass #police #mississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7498770288088501550,wloxtv,4/29/2025,176,79,6572,8,142,"['missing','missingwoman','crime','truecrime','crimetok','passchristian','thepass','police','mississippi','news','wloxnews','fyp']",21:15:30
"Two men are facing charges for gunning down a 16-year-old and injuring three people on Holly Circle in Gulfport.
 
The city's chief of police revealed new details about the investigation to WLOX News on Tuesday.
 
Full story on WLOX.com.
#crime #truecrime #crimejunkie #police #gulfport #mississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7499164289366773035,wloxtv,4/30/2025,40,11,1617,2,59,"['crime','truecrime','crimejunkie','police','gulfport','mississippi','news','wloxnews','fyp']",16:57:59
"Congratulations to Mona Ladner, of Bay St. Louis, who is the winner of the 2025 St. Jude Dream Home valued at $450,000, located in Florence Gardens in Gulfport.
 
More details at WLOX.com.
#newhome #homedecor #homeimprovement #hometour #stjude #stjudeschildrenshospital #dreamhome #dreamhomegoals #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7499184818207542574,wloxtv,4/30/2025,76,6,2559,4,119,"['newhome','homedecor','homeimprovement','hometour','stjude','stjudeschildrenshospital','dreamhome','dreamhomegoals','wloxnews','fyp']",19:56:00
"An arrest affidavit revealed disturbing details in the death investigation of Joyce Gomez.
 
Brett Huntley Keel has been charged in connection with the case.
 
Keel's criminal record goes back at least 15 years.
 
More details on WLOX.com.
#missing #crime #truecrimetok #truecrimetok #crimetok #passchristian #mississippi #police #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7499560806418468142,wloxtv,5/1/2025,77,19,2689,1,100,"['missing','crime','truecrimetok','truecrimetok','crimetok','passchristian','mississippi','police','wloxnews','fyp']",14:49:53
"The Supreme Court of Mississippi set an execution date for Richard Gerald Jordan.
 
More detials on WLOX.com.
#crime #truecrime #crimetok #MDOC #inmate #deathrow #mississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7499952284810431787,wloxtv,5/2/2025,89,2,3951,10,25,"['crime','truecrime','crimetok','mdoc','inmate','deathrow','mississippi','news','wloxnews','fyp']",15:36:06
"As hundreds of 'May Day Protests' happen across the world for International Workers' Day, more than 50 people gathered in Jones Park with signs and flags.
 
The protest is generally for workers' rights, but a number of political messages were mixed into the Gulfport protest.
 
More details on WLOX.com.
#protest #MayDay #50501 #50501movment #Gulfport #Mississippi #News #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7501036379648888110,wloxtv,5/5/2025,95,8,2988,23,46,"['protest','mayday','50501','50501movment','gulfport','mississippi','news','wloxnews','fyp']",18:48:42
,https://www.tiktok.com/@sunherald/video/7455787746351779118,sunherald,1/3/2025,244,14,9003,7,110,[''],19:07:37
,https://www.tiktok.com/@sunherald/video/7458432021979991342,sunherald,1/10/2025,92500,2243,1400000,2153,155,[''],19:28:49
"TikTok might not be available in the U.S. much longer. Here's where you can find the Sun Herald for all your South Mississippi news.
#news #ban #tiktok #mscoast #southmississippi #localnews #video",https://www.tiktok.com/@sunherald/video/7461017053772926254,sunherald,1/17/2025,85,3,2021,4,55,"['news','ban','tiktok','mscoast','southmississippi','localnews','video']",18:52:24
"A snowstorm is blanketing the deep south. Snow began early Tuesday, Jan 21, and is expected to keep falling most of the day. The storm closed roads, schools and businesses.
#news #mscoast #mississippi #snow #deepsouth #snowstorm #weather",https://www.tiktok.com/@sunherald/video/7462447605130349870,sunherald,1/21/2025,217,22,8207,8,64,"['news','mscoast','mississippi','snow','deepsouth','snowstorm','weather']",19:40:23
"A historic snowstorm covered the Gulf Coast in a thick blanket of powdery snow on Tuesday, Jan. 21, turning the beaches, palm trees and bayous of South Mississippi into a winter wonderland. 

A snowstorm of this magnitude hasn’t hit the Mississippi Coast in decades. For many, it was their first time seeing snow this deep.

#news #snow #snowstorm #winter #weather #gulfcoast #mscoast #mississippi #deepsouth",https://www.tiktok.com/@sunherald/video/7463243507591892255,sunherald,1/23/2025,735,39,8809,13,0,"['news','snow','snowstorm','winter','weather','gulfcoast','mscoast','mississippi','deepsouth']",18:46:59
"These Mississippians were pardoned when President Donald Trump signed an executive order to pardon those charged with federal crimes for storming the U.S. Capitol in Washington, D.C..
To read more, check out sunherald.com.
#pardon #donaldtrump #executiveorder #politics #january6 #jan6 #mscoast #mississippi #crime #news",https://www.tiktok.com/@sunherald/video/7463565876344933678,sunherald,1/24/2025,223,27,2941,13,167,"['pardon','donaldtrump','executiveorder','politics','january6','jan6','mscoast','mississippi','crime','news']",19:23:27
"The Philadelphia Eagles beat the Kansas City Chiefs 40-22 in Super Bowl LIX in New Orleans on Feb. 9.

The game was the second time in three years that the Chiefs and Eagles have faced off in the Super Bowl. 

Both teams featured athletes from Mississippi.

#news #SuperBowl #superbowllix #football #sports #nfl #neworleans #mississippi #kendricklamar",https://www.tiktok.com/@sunherald/video/7469916657192897823,sunherald,2/10/2025,122,0,2126,7,0,"['news','superbowl','superbowllix','football','sports','nfl','neworleans','mississippi','kendricklamar']",17:39:56
"Heather Wyatt, @heatherwyatt715, whose videos about her daughter Aubreigh Wyatt went viral, is suing the Ocean Springs School District, alleging that Aubreigh was bullied for four years, in and out of school, leading to her death by suicide at age 13.
To read more, check out sunherald.com.
Story by Anita Lee
#news #mississippi #mscoast #aubreighwyatt #heatherwyatt #llaw #lawsuit",https://www.tiktok.com/@sunherald/video/7470292572167245102,sunherald,2/11/2025,20600,276,207100,384,129,"['news','mississippi','mscoast','aubreighwyatt','heatherwyatt','llaw','lawsuit']",17:02:37
"Mississippi Lt. Gov. Delbert Hosemann collapsed on Wednesday, Feb. 19, as he presided over the state's senate chamber.
A live feed captured the moment Lt. Gov. Hosemann, 77, slumped over his podium and fell to one side.
According to Mississippi Today, medical staff tended to him as he appeared to be conscious and was sitting upright shortly after he fell.
""Lieutenant Governor Hosemann is doing well and in good spirits,"" Lieutenant Governor Office spokesperson Hannah Milliet said in a press release. ""He appreciates all of the medical staff and is eager to return to work.""
To read more, check out sunherald.com
#news #politics #lieutenantgovernor #mississippi #senate #government",https://www.tiktok.com/@sunherald/video/7473214533192944942,sunherald,2/19/2025,17700,7098,753800,4699,39,"['news','politics','lieutenantgovernor','mississippi','senate','government']",20:16:59
"Immigration and Customs Enforcement agents arrested 16 immigrants from Mexico and Central America on Feb. 24 during an inspection of a business in Pass Christian, Mississippi, federal authorities announced Wednesday.
Agents with ICE and local Border Patrol and Drug Enforcement Administration authorities were serving paperwork to inspect Gulf Coast Prestress Partners when they saw a group running from the back of the business, a news release said.
The arrests appear to be among the first major enforcement operations in South Mississippi since President Donald Trump vowed to deport millions of undocumented immigrants.
To read more, check out sunherald.com.
#immigration #lawenforcement #mscoast #mississippi #migrants #undocumentedworkers #news #crime #arrests #trump #southmississippi",https://www.tiktok.com/@sunherald/video/7475848599801269550,sunherald,2/26/2025,3478,1424,74500,162,34,"['immigration','lawenforcement','mscoast','mississippi','migrants','undocumentedworkers','news','crime','arrests','trump','southmississippi']",13:33:35
"Thousands of revelers lined the streets of Biloxi on Tuesday, March 4, for the Gulf Coast Carnival Association Mardi Gras parade!

Swipe to see photos from the parade ??

#mardigras #fattuesday #parade #carnival #news #mscoast #mississippi #biloxi",https://www.tiktok.com/@sunherald/video/7478422997578026270,sunherald,3/5/2025,110,5,2541,6,0,"['mardigras','fattuesday','parade','carnival','news','mscoast','mississippi','biloxi']",16:47:50
"The latest location of this popular Mexican restaurant chain is now open in South Mississippi.

To read more, check out sunherald.com.

#news #food #restaurant #mexicanfood #mexican #foodie #foodies #thingstodo #mscoast #mississippi #alabama",https://www.tiktok.com/@sunherald/video/7480642670407322910,sunherald,3/11/2025,96,32,3692,2,68,"['news','food','restaurant','mexicanfood','mexican','foodie','foodies','thingstodo','mscoast','mississippi','alabama']",22:29:14
"19 endangered Kemp’s ridley sea turtles, all named for Taylor Swift songs, were released into the Gulf after being rehabilitated at the Mississippi Aquarium. The turtles were cold-stunned and some had other injuries.
To read more, click the link in bio.
#news #turtles #taylorswift #endangeredanimals #gulfofmexico #gulfofamerica #mscoast #mississippi #conservation #animals #kempsridley",https://www.tiktok.com/@sunherald/video/7481790004415565102,sunherald,3/14/2025,138,8,1968,3,67,"['news','turtles','taylorswift','endangeredanimals','gulfofmexico','gulfofamerica','mscoast','mississippi','conservation','animals','kempsridley']",21:56:38
"Flag football is a sport that's growing in popularity across the US.
Mississippi is about to kick off its inaugural high school flag football season this month with 12 schools, including five from the Mississippi Coast, taking part in a pilot campaign sponsored by the New Orleans Saints football team.
To read more, check out sunherald.com.
#news #sports #flagfootball #football #highschoolsports #highschool #stmartin #mississippi #mscoast #neworleanssaints",https://www.tiktok.com/@sunherald/video/7482891558170135850,sunherald,3/17/2025,121,11,15300,1,106,"['news','sports','flagfootball','football','highschoolsports','highschool','stmartin','mississippi','mscoast','neworleanssaints']",18:09:32
"An Ocean Springs, Mississippi man got the choice of a lifetime from Publishers Clearing House: a Super Duty F-250 XL pickup or $50k in cash. Here’s what he chose.
To read more, check out sunherald.com.
#news #mscoast #mississippi #publishersclearinghouse #prize #prizewinner #sweepstakes #pchsweepstakes",https://www.tiktok.com/@sunherald/video/7483918164322077998,sunherald,3/20/2025,5227,626,144100,765,233,"['news','mscoast','mississippi','publishersclearinghouse','prize','prizewinner','sweepstakes','pchsweepstakes']",22:41:34
"The public can now visit these two baby African penguins at the Mississippi Aquarium, but only for a limited time.
To read more, click the link in bio.
#mscoast #animals #babyanimals #penguins #mississippi #aquarium #gulfport #news",https://www.tiktok.com/@sunherald/video/7486196326821055787,sunherald,3/26/2025,210,28,3288,11,70,"['mscoast','animals','babyanimals','penguins','mississippi','aquarium','gulfport','news']",20:30:31
"In the last year, a mango-shaped ice cream treat from China called ""Propitious Mango"" and its peach and lemon varieties has gone super viral on social media.
Here's where it can be purchased in South Mississippi and what we thought of it.
To read more, check out sunherald.com.
#news #propitiousmango #peach #lemon #icecream #food #foodies #mscoast #mississippi #southmississippi #picayune",https://www.tiktok.com/@sunherald/video/7486520053354171694,sunherald,3/27/2025,125,14,4444,20,130,"['news','propitiousmango','peach','lemon','icecream','food','foodies','mscoast','mississippi','southmississippi','picayune']",15:10:12
"The SS United States, an ocean liner that transported celebrities and politicians in the 1950s and 60s, is docked in Mobile for a limited time before it will be sunk as an artificial reef. Here's how to see it before its gone.
To read more, check out sunherald.com.
#ssunitedstates #history #gulfcoast #mobileal #boat #oceanliner #alabama #mississippi #thingstodo #travel #news #artificialreef",https://www.tiktok.com/@sunherald/video/7488811453462400299,sunherald,4/2/2025,545,87,19300,12,94,"['ssunitedstates','history','gulfcoast','mobileal','boat','oceanliner','alabama','mississippi','thingstodo','travel','news','artificialreef']",15:06:22
"After 5 years, Boomtown Casino finally has a buffet again. Diners can eat with views of the bay or closer to the crab legs, shrimp, carving station and the huge selection of desserts.
To read more, check out sunherald.com.
#food #casino #buffet #boomtowncasino #mscoast #mississippi #foodies #restaurant #entertainment #dining #biloxi",https://www.tiktok.com/@sunherald/video/7489561485849578798,sunherald,4/4/2025,2488,1692,128500,105,57,"['food','casino','buffet','boomtowncasino','mscoast','mississippi','foodies','restaurant','entertainment','dining','biloxi']",19:56:06
"Actor John Travolta was spotted in downtown Ocean Springs, Mississippi, on April 8 during the filming of his new movie, Cash Out 3. 

The movie will be filming in different locations on the coast over the next two weeks. 

To read more, check out sunherald.com.

#news #mscoast #johntravolta #actor #celebrity #celebritysighting #mississippi #movie #filmset",https://www.tiktok.com/@sunherald/video/7491046033158409503,sunherald,4/8/2025,520,200,29000,36,35,"['news','mscoast','johntravolta','actor','celebrity','celebritysighting','mississippi','movie','filmset']",22:57:21
"Harrison County Sheriff Matt Haley said during a press conference on April 17 there's ""no signs of foul play"" in the disappearance and death of 6-year-old Gracelynn Vick.
Vick was reported missing on April 13 when she went out to play at her family's home in Saucier, MS and did not return.
She was later found after an extensive search by law enforcement and volunteers deceased inside a barrel on the family's property. Law enforcement believes she accidentally got trapped inside the barrel.
Vick's family is accepting donations for burial expenses through The Kind Hearts Organization and there will be a candlelight vigil on April 22.
To read more, click the link in bio.
Story by Margaret Baker
#news #mscoast #crime #disappearance #missing #accident #mississippi #saucier",https://www.tiktok.com/@sunherald/video/7494378766097993003,sunherald,4/17/2025,2142,74,126400,131,150,"['news','mscoast','crime','disappearance','missing','accident','mississippi','saucier']",23:34:10
"The Traveler is a new cafe and exhibition space opening at the Walter Anderson Museum of Art in Ocean Springs.
To read more, check out sunherald.com.
#museum #art #news #mscoast #mississippi #cafe #restaurant #food #gallery",https://www.tiktok.com/@sunherald/video/7496598597849484590,sunherald,4/23/2025,72,7,1907,3,65,"['museum','art','news','mscoast','mississippi','cafe','restaurant','food','gallery']",20:33:08
"The Mississippi Department of Environmental Quality has been testing water and issuing contact advisories for Mississippi Coast beaches for over two decades. Here's how the process works.
#mscoast #water #beaches #waterquality #mississippi #news #environment #bacteria #pollution",https://www.tiktok.com/@sunherald/video/7499952549605166382,sunherald,5/2/2025,217,13,5935,4,87,"['mscoast','water','beaches','waterquality','mississippi','news','environment','bacteria','pollution']",18:08:13
"An active shooter threat at Keesler Air Force Base in Biloxi, MS, on May 7, 2025 was found to be unsubstantiated, according to police. No arrests were made and no injuries were found. 

To read more, check out sunherald.com.

#news #mscoast #military #lockdown #airforce #keeslerafb #keeslerairforcebase #activeshooter #breakingnews #police #mississippi #biloxi",https://www.tiktok.com/@sunherald/video/7501749839445757215,sunherald,5/7/2025,1145,393,69500,9,0,"['news','mscoast','military','lockdown','airforce','keeslerafb','keeslerairforcebase','activeshooter','breakingnews','police','mississippi','biloxi']",19:07:01
"Several were arrested, including undocumented immigrants, after investigators in Mississippi obtained audio and video recordings of the cockfighting that took place in an arena on property in Harrison County.
To read the full story, check out sunherald.com.
#arrest #mscoast #ice #immigration #rooster #fighting #animals #mississippi #news #crime",https://www.tiktok.com/@sunherald/video/7502118768622226734,sunherald,5/8/2025,8229,6029,318600,578,89,"['arrest','mscoast','ice','immigration','rooster','fighting','animals','mississippi','news','crime']",23:27:51
"As the beginning of hurricane season approaches, the Air Force's Hurricane Hunters are preparing for the season. Take a look inside a C-130 airplane that the Hurricane Hunters will fly into the heart of any incoming storms.
To read more, check out sunherald.com.
#news #hurricane #weather #airforce #military #hurricanehunter #mscoast #mississippi #gulfcoast #gulfofmexico #gulfofamerica #tour",https://www.tiktok.com/@sunherald/video/7502505988184870187,sunherald,5/9/2025,1280,26,30100,8,173,"['news','hurricane','weather','airforce','military','hurricanehunter','mscoast','mississippi','gulfcoast','gulfofmexico','gulfofamerica','tour']",21:32:29
"A new dessert parlor and cafe just opened in Gulfport, Mississippi on May 9. Here’s a look inside.

To read more, check out sunherald.com

#news #restaurant #mscoast #mississippi #food #dessert #foodie #new",https://www.tiktok.com/@sunherald/video/7503654449165012270,sunherald,5/12/2025,208,154,9563,3,42,"['news','restaurant','mscoast','mississippi','food','dessert','foodie','new']",17:45:25
"A new primate sanctuary in South Mississippi aims to give rescued primates a lifelong home and provide a healing space for animals and people alike.
To read more, check out sunherald.com.
#news #monkeys #primates #primatesanctuary #animals #wildlife #wildlifeconservation #mscoast #mississippi #southmississippi",https://www.tiktok.com/@sunherald/video/7503990158677708078,sunherald,5/13/2025,168,47,2341,1,82,"['news','monkeys','primates','primatesanctuary','animals','wildlife','wildlifeconservation','mscoast','mississippi','southmississippi']",19:00:17
"South Mississippi’s first food hall opens to a sprawling courtyard and a giant mural. Take a look at what the new OS1515 development in Ocean Springs has to offer.
To read more, check out sunherald.com.
#news #development #business #foodhall #restaurants #foodie #mscoast #mississippi #oceansprings #new #shopping",https://www.tiktok.com/@sunherald/video/7505155205688741163,sunherald,5/16/2025,679,652,19200,10,83,"['news','development','business','foodhall','restaurants','foodie','mscoast','mississippi','oceansprings','new','shopping']",22:08:29
